antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,rule_id
hygiene articles,root vegetables,0.013700461137472432,0.06957160997126245,0.0010024727661565194,0.07317073170731708,1.0517326210726086,4.930962747384869e-05,1.0038832629257433,179
root vegetables,hygiene articles,0.06957160997126245,0.013700461137472432,0.0010024727661565194,0.01440922190201729,1.0517326210726083,4.930962747384869e-05,1.0007191227640264,180
frankfurter,curd,0.037759807525228894,0.03368308494285905,0.0013366303548753592,0.03539823008849558,1.0509200730439672,6.476355057706594e-05,1.0017780862518983,181
curd,frankfurter,0.03368308494285905,0.037759807525228894,0.0013366303548753592,0.03968253968253969,1.0509200730439672,6.476355057706594e-05,1.0020021838993485,182
other vegetables,pot plants,0.12210118291786407,0.007819287576020852,0.0010024727661565194,0.008210180623973728,1.0499908775770845,4.772850354941552e-05,1.000394128917555,183
pot plants,other vegetables,0.007819287576020852,0.12210118291786407,0.0010024727661565194,0.1282051282051282,1.0499908775770843,4.772850354941552e-05,1.007001584300097,184
butter,bottled beer,0.03522020985096572,0.04531176903027468,0.001670787943594199,0.04743833017077799,1.0469317615713143,7.489792962943548e-05,1.0022324655797714,185
bottled beer,butter,0.04531176903027468,0.03522020985096572,0.001670787943594199,0.03687315634218289,1.046931761571314,7.489792962943548e-05,1.0017162292818458,186
frozen meals,other vegetables,0.016774710953685757,0.12210118291786407,0.002138608567800575,0.12749003984063748,1.0441343547539457,9.039651725029248e-05,1.0061762698064662,187
other vegetables,frozen meals,0.12210118291786407,0.016774710953685757,0.002138608567800575,0.01751505199781062,1.0441343547539454,9.039651725029248e-05,1.0007535393245772,188
whipped/sour cream,chicken,0.043707812604424245,0.027868742899151238,0.0012697988371315912,0.0290519877675841,1.0424577768977479,5.1717044974609926e-05,1.0012186490455985,189
chicken,whipped/sour cream,0.027868742899151238,0.043707812604424245,0.0012697988371315912,0.045563549160671464,1.0424577768977479,5.1717044974609926e-05,1.001944326994862,190
ice cream,rolls/buns,0.015170754527835327,0.11000467820624206,0.0017376194613379669,0.11453744493392069,1.0412052178288307,6.876549135755201e-05,1.0051190947621047,191
rolls/buns,ice cream,0.11000467820624206,0.015170754527835327,0.0017376194613379669,0.015795868772782502,1.0412052178288307,6.876549135755201e-05,1.0006351469427055,192
meat,other vegetables,0.016841542471429525,0.12210118291786407,0.002138608567800575,0.126984126984127,1.0399909644573029,8.223630987758222e-05,1.005593190475901,193
other vegetables,meat,0.12210118291786407,0.016841542471429525,0.002138608567800575,0.01751505199781062,1.0399909644573029,8.223630987758222e-05,1.0006855163814474,194
waffles,root vegetables,0.018512330415023724,0.06957160997126245,0.0013366303548753592,0.07220216606498195,1.0378107692894571,4.86977235821895e-05,1.0028352686301958,195
root vegetables,waffles,0.06957160997126245,0.018512330415023724,0.0013366303548753592,0.019212295869356386,1.0378107692894571,4.86977235821895e-05,1.0007136768246427,196
citrus fruit,butter,0.05313105660629553,0.03522020985096572,0.0019381140145692708,0.03647798742138365,1.0357118136359837,6.682705129200384e-05,1.0013053957813083,197
butter,citrus fruit,0.03522020985096572,0.05313105660629553,0.0019381140145692708,0.05502846299810246,1.0357118136359837,6.682705129200384e-05,1.0020078979286793,198
rolls/buns,hard cheese,0.11000467820624206,0.01470293390362895,0.001670787943594199,0.015188335358444716,1.0330139180382194,5.3396430837849814e-05,1.0004928875969321,199
hard cheese,rolls/buns,0.01470293390362895,0.11000467820624206,0.001670787943594199,0.11363636363636365,1.0330139180382194,5.3396430837849814e-05,1.0040972861262911,200
dessert,sausage,0.02359152576355009,0.06034886052262247,0.0014702933903628951,0.06232294617563739,1.0327112332514532,4.65716925425561e-05,1.002105293762883,201
sausage,dessert,0.06034886052262247,0.02359152576355009,0.0014702933903628951,0.024363233665559245,1.0327112332514532,4.65716925425561e-05,1.0007909787009244,202
detergent,whole milk,0.008621265788946068,0.15792287642852368,0.001403461872619127,0.1627906976744186,1.0308240411774547,4.196678077393861e-05,1.0058143420437078,203
whole milk,detergent,0.15792287642852368,0.008621265788946068,0.001403461872619127,0.008887008040626322,1.0308240411774545,4.196678077393861e-05,1.000268125081435,204
pastry,brown bread,0.0517275947336764,0.03762614448974136,0.002004945532313039,0.03875968992248062,1.0301265369628376,5.863557875694647e-05,1.0011792529098658,205
brown bread,pastry,0.03762614448974136,0.0517275947336764,0.002004945532313039,0.05328596802841919,1.0301265369628376,5.863557875694647e-05,1.0016460866133963,206
pastry,sausage,0.0517275947336764,0.06034886052262247,0.003207912851700862,0.06201550387596899,1.0276168156103256,8.621145194748431e-05,1.0017768346494356,207
sausage,pastry,0.06034886052262247,0.0517275947336764,0.003207912851700862,0.05315614617940199,1.0276168156103256,8.621145194748431e-05,1.0015087508251348,208
canned beer,newspapers,0.04691572545612511,0.038895943326872955,0.001871282496825503,0.039886039886039885,1.0254550082728777,4.6451098344929944e-05,1.0010312281669662,209
newspapers,canned beer,0.038895943326872955,0.04691572545612511,0.001871282496825503,0.048109965635738834,1.0254550082728777,4.6451098344929944e-05,1.0012545988890527,210
butter,newspapers,0.03522020985096572,0.038895943326872955,0.001403461872619127,0.039848197343453504,1.024482090807723,3.353858629539207e-05,1.0009917744401935,211
newspapers,butter,0.038895943326872955,0.03522020985096572,0.001403461872619127,0.03608247422680412,1.024482090807723,3.353858629539207e-05,1.0008945416519393,212
canned beer,frozen vegetables,0.04691572545612511,0.028002405934638777,0.0013366303548753592,0.02849002849002849,1.0174135949792273,2.2877165934877958e-05,1.0005019223370726,213
frozen vegetables,canned beer,0.028002405934638777,0.04691572545612511,0.0013366303548753592,0.0477326968973747,1.0174135949792273,2.2877165934877958e-05,1.0008579223906857,214
sausage,soda,0.06034886052262247,0.09710619528169484,0.005948005079195348,0.09856035437430785,1.0149749363405152,8.775684425780649e-05,1.0016131519172353,215
soda,sausage,0.09710619528169484,0.06034886052262247,0.005948005079195348,0.06125258086717137,1.0149749363405152,8.775684425780649e-05,1.000962687434479,216
whole milk,ham,0.15792287642852368,0.0171088685424046,0.0027400922274944863,0.017350825222175202,1.0141421789039355,3.821049484046884e-05,1.0002462289553393,217
ham,whole milk,0.0171088685424046,0.15792287642852368,0.0027400922274944863,0.16015624999999997,1.0141421789039355,3.821049484046884e-05,1.0026592727176649,218
frankfurter,frozen vegetables,0.037759807525228894,0.028002405934638777,0.0010693042839002875,0.028318584070796467,1.0112911060890872,1.1938825565000009e-05,1.0003253927995066,219
frozen vegetables,frankfurter,0.028002405934638777,0.037759807525228894,0.0010693042839002875,0.03818615751789976,1.011291106089087,1.1938825565000009e-05,1.0004432770395264,220
citrus fruit,yogurt,0.05313105660629553,0.08587850030074183,0.004611374724319989,0.08679245283018867,1.0106423904265471,4.8559263577507145e-05,1.0010008157863777,221
yogurt,citrus fruit,0.08587850030074183,0.05313105660629553,0.004611374724319989,0.053696498054474705,1.0106423904265471,4.8559263577507145e-05,1.0005975265303537,222
root vegetables,shopping bags,0.06957160997126245,0.04758404063356279,0.003341575887188398,0.04803073967339097,1.0093875810856028,3.107757137346375e-05,1.0004692368319488,223
shopping bags,root vegetables,0.04758404063356279,0.06957160997126245,0.003341575887188398,0.0702247191011236,1.0093875810856026,3.107757137346375e-05,1.0007024376139897,224
hard cheese,yogurt,0.01470293390362895,0.08587850030074183,0.0012697988371315912,0.08636363636363636,1.0056490979837283,7.132923467005094e-06,1.0005309946957055,225
yogurt,hard cheese,0.08587850030074183,0.01470293390362895,0.0012697988371315912,0.014785992217898832,1.0056490979837283,7.132923467005094e-06,1.0000843048450527,226
other vegetables,berries,0.12210118291786407,0.021787074784468355,0.0026732607097507185,0.021893814997263273,1.0048992447977005,1.3033106247164247e-05,1.000109129473294,227
berries,other vegetables,0.021787074784468355,0.12210118291786407,0.0026732607097507185,0.12269938650306748,1.0048992447977005,1.3033106247164247e-05,1.0006818684222947,228
specialty bar,yogurt,0.013967787208447505,0.08587850030074183,0.0012029673193878234,0.0861244019138756,1.0028633664103663,3.434701406466404e-06,1.0002690755871464,229
yogurt,specialty bar,0.08587850030074183,0.013967787208447505,0.0012029673193878234,0.014007782101167316,1.002863366410366,3.434701406466404e-06,1.0000405630916693,230
sausage,salty snack,0.06034886052262247,0.018779656485998796,0.0011361358016440553,0.018826135105204873,1.002474945121639,2.804931707751663e-06,1.0000473704211548,231
salty snack,sausage,0.018779656485998796,0.06034886052262247,0.0011361358016440553,0.0604982206405694,1.0024749451216388,2.804931707751663e-06,1.0001589780043298,232
domestic eggs,frankfurter,0.037091492347791216,0.037759807525228894,0.001403461872619127,0.03783783783783784,1.0020664912700312,2.894260743030279e-06,1.0000810989204083,233
frankfurter,domestic eggs,0.037759807525228894,0.037091492347791216,0.001403461872619127,0.03716814159292035,1.0020664912700312,2.894260743030279e-06,1.00007960813143,234
soda,grapes,0.09710619528169484,0.01443560783265388,0.001403461872619127,0.014452856159669649,1.0011948459126712,1.674919411475892e-06,1.000017501270359,235
grapes,soda,0.01443560783265388,0.09710619528169484,0.001403461872619127,0.09722222222222221,1.001194845912671,1.674919411475892e-06,1.0001285221495073,236
beef,citrus fruit,0.03395041101383412,0.05313105660629553,0.001804450979081735,0.0531496062992126,1.000349130886941,6.297696987149579e-07,1.0000195909438707,237
citrus fruit,beef,0.05313105660629553,0.03395041101383412,0.001804450979081735,0.033962264150943396,1.000349130886941,6.297696987149579e-07,1.0000122698489609,238
rolls/buns,fruit/vegetable juice,0.11000467820624206,0.03401724253157789,0.003742564993651006,0.034021871202916165,1.0001360683874942,5.091755010894553e-07,1.000004791693725,239
fruit/vegetable juice,rolls/buns,0.03401724253157789,0.11000467820624206,0.003742564993651006,0.11001964636542241,1.0001360683874942,5.091755010894553e-07,1.0000168185276441,240
